applicant_id,age,employment_type,income_monthly,existing_emi,cibil_score,credit_utilization_pct,recent_dpd_30,inquiries_6m,active_trades,vintage_months,employment_stability_m,secured_mix_ratio,foir_now,pd_12m,default_12m
APL301307,40,Salaried,87097.39,21272.53,681,76.4,0,1,4,71,34,0.154,24.4,0.65,0
APL301308,39,Salaried,44365.33,12178.83,790,75.2,0,1,5,64,39,0.569,27.5,0.4865,1
APL301309,24,Gig/Freelance,26782.43,0.0,619,49.6,0,3,6,21,0,0.101,0.0,0.65,1
APL301310,39,Salaried,25476.89,2098.51,706,85.6,0,1,4,64,34,0.284,8.2,0.65,1
APL301311,40,Student/Intern,65828.26,19257.91,729,103.5,0,0,5,79,1,0.351,29.3,0.65,1
APL301312,36,Student/Intern,33546.41,9882.41,834,58.8,0,1,6,59,4,0.58,29.5,0.3999,0
APL301313,48,Self-Employed,26429.49,0.0,695,90.7,0,5,3,52,30,0.254,0.0,0.65,0
APL301314,30,Self-Employed,23944.89,7164.52,650,104.1,0,3,7,31,0,0.011,29.9,0.65,0
APL301315,32,Salaried,14524.18,4391.53,683,90.5,0,0,5,44,10,0.158,30.2,0.65,1
APL301316,32,Salaried,20949.97,7213.9,680,63.5,0,2,5,59,18,0.241,34.4,0.65,1
APL301317,36,Salaried,41708.65,16010.89,590,120.2,0,4,6,40,39,0.0,38.4,0.65,0
APL301318,34,Student/Intern,21434.34,0.0,684,64.5,0,1,4,75,24,0.295,0.0,0.6405,0
APL301319,34,Salaried,20623.88,0.0,728,74.3,0,1,8,80,34,0.463,0.0,0.5649,0
APL301320,29,Salaried,42080.04,0.0,785,73.5,0,2,3,139,0,0.375,0.0,0.4668,0
APL301321,26,Salaried,42064.17,15473.18,588,72.0,0,5,5,64,0,0.108,36.8,0.65,0
APL301322,47,Self-Employed,15594.39,0.0,735,84.0,0,2,9,88,28,0.364,0.0,0.6073,1
APL301323,40,Salaried,33488.29,10310.51,710,59.2,0,3,4,52,39,0.073,30.8,0.65,1
APL301324,29,Gig/Freelance,22900.66,0.0,673,92.2,0,0,2,53,5,0.338,0.0,0.65,1
APL301325,46,Salaried,31242.34,7192.5,722,93.6,0,1,2,90,22,0.4,23.0,0.65,1
APL301326,39,Salaried,47474.59,0.0,775,80.0,0,3,3,74,27,0.383,0.0,0.5229,1
APL301327,30,Self-Employed,42346.91,3515.52,729,77.3,0,3,3,83,0,0.472,8.3,0.6269,1
APL301328,39,Salaried,29125.05,6645.55,671,86.3,0,4,8,90,32,0.229,22.8,0.65,0
APL301329,27,Salaried,30217.04,7740.17,820,42.0,0,3,8,103,5,0.695,25.6,0.3804,1
APL301330,33,Salaried,24705.12,0.0,741,67.0,0,2,3,90,17,0.304,0.0,0.5659,1
APL301331,38,Salaried,43803.9,10809.05,721,75.4,0,0,3,92,20,0.38,24.7,0.6069,0
APL301332,22,Salaried,12658.51,0.0,765,79.9,0,0,6,45,15,0.447,0.0,0.5398,1
APL301333,22,Salaried,31262.25,6454.3,651,87.9,0,3,10,18,14,0.0,20.6,0.65,0
APL301334,27,Salaried,19313.08,0.0,604,88.1,0,0,2,2,22,0.037,0.0,0.65,1
APL301335,44,Self-Employed,29586.61,9337.25,786,80.2,0,0,7,79,32,0.434,31.6,0.5007,1
APL301336,21,Salaried,75416.94,14186.09,713,92.6,0,1,8,61,0,0.12,18.8,0.65,0
APL301337,25,Salaried,62316.82,0.0,625,101.1,0,2,2,39,2,0.242,0.0,0.65,0
APL301338,46,Salaried,29518.56,1414.81,524,130.9,0,2,2,44,47,0.0,4.8,0.65,1
APL301339,38,Salaried,32592.25,4482.24,770,86.2,0,1,7,59,11,0.359,13.8,0.5641,1
APL301340,30,Self-Employed,42346.91,3515.52,729,77.3,0,3,3,83,0,0.472,8.3,0.6269,1
APL301341,34,Self-Employed,25637.84,0.0,648,73.0,0,2,6,86,26,0.104,0.0,0.65,1
APL301342,25,Self-Employed,36783.82,9489.65,709,95.8,0,4,1,83,4,0.181,25.8,0.65,0
APL301343,27,Gig/Freelance,31119.03,3487.2,628,82.5,0,6,6,82,12,0.083,11.2,0.65,1
APL301344,37,Gig/Freelance,45090.01,14421.05,770,87.0,0,1,3,103,25,0.17,32.0,0.5912,0
APL301345,39,Self-Employed,24176.3,4810.86,623,87.6,0,1,7,63,37,0.177,19.9,0.65,0
APL301346,31,Gig/Freelance,35398.24,0.0,773,64.9,0,1,9,39,0,0.325,0.0,0.5009,0
APL301347,30,Salaried,27188.38,0.0,816,61.0,0,4,4,113,15,0.604,0.0,0.4153,0
APL301348,34,Student/Intern,12000.0,0.0,900,85.1,0,1,2,88,8,0.773,0.0,0.318,0
APL301349,33,Salaried,38984.4,0.0,761,78.2,0,0,1,84,28,0.437,0.0,0.5012,0
APL301350,38,Salaried,12000.0,0.0,636,93.2,0,3,4,33,23,0.184,0.0,0.65,1
APL301351,23,Self-Employed,81514.1,0.0,799,66.1,0,0,2,90,0,0.244,0.0,0.3811,0
APL301352,39,Salaried,21505.54,1878.73,601,73.2,0,2,8,30,23,0.151,8.7,0.65,0
APL301353,40,Self-Employed,13362.45,2221.8,757,73.5,0,1,5,92,25,0.478,16.6,0.5323,0
APL301354,30,Salaried,22567.83,888.41,700,58.8,0,2,8,78,29,0.299,3.9,0.6102,1
APL301355,38,Salaried,12000.0,0.0,636,93.2,0,3,4,33,23,0.184,0.0,0.65,1
APL301356,28,Salaried,17107.32,0.0,644,105.0,0,2,4,1,19,0.0,0.0,0.65,1
APL301357,27,Gig/Freelance,20479.66,5567.89,668,85.8,0,3,4,67,19,0.211,27.2,0.65,1
APL301358,34,Salaried,24689.52,0.0,734,66.4,0,0,2,72,16,0.174,0.0,0.5662,0
APL301359,32,Salaried,48201.63,12478.0,816,63.8,0,2,3,42,0,0.655,25.9,0.4705,0
APL301360,35,Self-Employed,43442.43,5410.08,678,61.5,0,1,8,77,7,0.231,12.5,0.65,1
APL301361,33,Salaried,38150.81,0.0,757,80.0,0,1,7,66,1,0.364,0.0,0.5459,0
APL301362,25,Salaried,26576.68,3115.91,669,94.5,0,2,5,73,0,0.314,11.7,0.65,1
APL301363,30,Gig/Freelance,15192.07,0.0,668,77.2,0,1,6,85,10,0.221,0.0,0.65,1
APL301364,31,Gig/Freelance,35398.24,0.0,773,64.9,0,1,9,39,0,0.325,0.0,0.5009,0
APL301365,26,Salaried,42064.17,15473.18,588,72.0,0,5,5,64,0,0.108,36.8,0.65,0
APL301366,35,Salaried,14975.76,4263.76,803,103.5,0,0,8,67,7,0.344,28.5,0.5533,1
APL301367,31,Gig/Freelance,35398.24,0.0,773,64.9,0,1,9,39,0,0.325,0.0,0.5009,0
APL301368,31,Self-Employed,42609.81,613.84,681,97.9,0,2,6,13,0,0.315,1.4,0.65,1
APL301369,21,Salaried,44994.97,11072.85,704,64.7,0,2,8,72,16,0.377,24.6,0.6453,1
APL301370,21,Salaried,48749.16,12571.23,773,80.5,0,2,7,64,1,0.268,25.8,0.5935,0
APL301371,31,Salaried,41363.89,0.0,603,118.6,0,4,1,7,6,0.0,0.0,0.65,1
APL301372,47,Salaried,43502.33,9490.57,823,81.3,0,1,4,101,26,0.463,21.8,0.4362,0
APL301373,26,Salaried,42064.17,15473.18,588,72.0,0,5,5,64,0,0.108,36.8,0.65,0
APL301374,24,Salaried,52219.46,7733.81,618,133.4,0,0,6,34,16,0.0,14.8,0.65,0
APL301375,30,Self-Employed,23944.89,7164.52,650,104.1,0,3,7,31,0,0.011,29.9,0.65,0
APL301376,28,Self-Employed,110982.9,20001.9,695,84.6,0,0,4,53,6,0.366,18.0,0.65,0
APL301377,34,Student/Intern,35130.24,5141.32,602,56.1,0,1,6,68,12,0.138,14.6,0.65,0
APL301378,32,Salaried,16535.0,0.0,749,93.8,0,3,7,54,13,0.412,0.0,0.6456,1
APL301379,33,Self-Employed,51697.01,0.0,801,93.0,0,2,2,81,33,0.383,0.0,0.4842,1
APL301380,28,Gig/Freelance,63458.0,0.0,712,79.7,0,1,6,26,5,0.236,0.0,0.6168,0
APL301381,28,Salaried,52256.29,12960.11,764,73.4,0,3,5,26,0,0.187,24.8,0.6304,0
APL301382,40,Salaried,34051.71,0.0,642,92.7,0,3,2,76,12,0.157,0.0,0.65,1
APL301383,22,Salaried,25423.34,5142.3,483,99.3,0,2,4,29,0,0.0,20.2,0.65,0
APL301384,40,Salaried,33488.29,10310.51,710,59.2,0,3,4,52,39,0.073,30.8,0.65,1
APL301385,29,Salaried,42080.04,0.0,785,73.5,0,2,3,139,0,0.375,0.0,0.4668,0
APL301386,38,Self-Employed,30232.95,3476.27,704,60.6,0,0,3,69,8,0.286,11.5,0.6074,0
APL301387,28,Salaried,48584.54,3948.95,751,93.8,0,3,7,80,14,0.58,8.1,0.5985,0
APL301388,30,Self-Employed,17709.88,0.0,599,86.1,0,2,8,61,3,0.162,0.0,0.65,1
APL301389,38,Student/Intern,57257.57,14407.8,769,105.4,0,1,6,77,13,0.24,25.2,0.6285,0
APL301390,25,Salaried,16318.56,0.0,605,115.8,0,1,7,42,11,0.053,0.0,0.65,0
APL301391,29,Salaried,75809.29,8912.77,650,97.4,0,2,4,29,19,0.238,11.8,0.65,1
APL301392,24,Gig/Freelance,56405.57,10777.11,588,105.5,0,2,3,53,20,0.002,19.1,0.65,0
APL301393,23,Salaried,80581.89,0.0,794,65.0,0,0,8,77,29,0.557,0.0,0.3383,0
APL301394,25,Self-Employed,38981.75,0.0,693,84.1,0,1,3,23,0,0.204,0.0,0.65,1
APL301395,41,Salaried,62859.81,11363.7,751,93.4,0,0,4,84,32,0.391,18.1,0.5687,1
APL301396,27,Salaried,17511.74,0.0,782,82.1,0,0,7,60,20,0.292,0.0,0.51,0
APL301397,47,Salaried,43502.33,9490.57,823,81.3,0,1,4,101,26,0.463,21.8,0.4362,0
APL301398,28,Self-Employed,25578.2,0.0,693,101.3,0,1,5,39,2,0.183,0.0,0.65,1
APL301399,22,Self-Employed,33988.35,5790.89,769,96.7,0,1,7,53,0,0.211,17.0,0.6174,1
APL301400,27,Salaried,18067.36,0.0,648,73.5,0,3,6,41,14,0.273,0.0,0.65,0
APL301401,40,Salaried,14134.52,3146.7,800,79.0,0,2,5,70,23,0.354,22.3,0.5138,0
APL301402,40,Salaried,39533.79,9331.31,753,89.3,0,1,5,50,32,0.375,23.6,0.6036,0
APL301403,39,Salaried,37049.2,11969.9,700,69.8,0,2,8,88,37,0.496,32.3,0.6467,1
APL301404,31,Student/Intern,19124.36,0.0,755,85.1,0,1,4,18,16,0.384,0.0,0.6009,1
APL301405,31,Salaried,43899.65,2871.21,682,91.7,0,2,3,48,1,0.422,6.5,0.65,1
APL301406,27,Salaried,14750.32,0.0,619,115.0,0,0,7,23,3,0.011,0.0,0.65,0
APL301407,27,Salaried,18360.42,7342.4,702,72.9,0,2,6,24,9,0.402,40.0,0.65,1
APL301408,21,Salaried,29508.75,0.0,637,93.5,0,1,8,73,7,0.099,0.0,0.65,1
APL301409,40,Salaried,17546.6,0.0,864,63.3,0,0,10,88,8,0.52,0.0,0.3077,0
APL301410,23,Self-Employed,81514.1,0.0,799,66.1,0,0,2,90,0,0.244,0.0,0.3811,0
APL301411,34,Student/Intern,32960.98,3244.89,827,39.9,0,3,7,94,4,0.576,9.8,0.3533,0
APL301412,27,Salaried,81869.25,14137.57,784,68.9,0,2,6,97,0,0.437,17.3,0.4843,0
APL301413,36,Self-Employed,37383.57,14695.29,780,79.7,0,1,4,74,17,0.382,39.3,0.5667,1
APL301414,42,Student/Intern,28877.01,6967.43,746,90.2,0,0,9,96,5,0.332,24.1,0.6026,0
APL301415,25,Self-Employed,36783.82,9489.65,709,95.8,0,4,1,83,4,0.181,25.8,0.65,0
APL301416,32,Salaried,12029.28,0.0,695,86.5,0,0,6,44,15,0.204,0.0,0.65,1
APL301417,38,Salaried,33163.2,9059.07,625,84.9,0,1,5,22,26,0.0,27.3,0.65,1
APL301418,31,Salaried,21887.32,4313.31,704,92.8,0,4,6,88,24,0.226,19.7,0.65,0
APL301419,32,Salaried,23859.73,1554.17,746,98.8,0,2,5,51,8,0.208,6.5,0.65,1
APL301420,30,Gig/Freelance,16285.04,0.0,797,73.2,0,0,6,51,17,0.569,0.0,0.4491,1
APL301421,21,Salaried,61426.82,8082.35,776,92.8,0,1,3,69,9,0.38,13.2,0.5571,0
APL301422,47,Self-Employed,15594.39,0.0,735,84.0,0,2,9,88,28,0.364,0.0,0.6073,1
APL301423,37,Salaried,42720.18,0.0,647,88.6,0,0,7,76,18,0.355,0.0,0.65,0
APL301424,47,Self-Employed,65583.88,17117.64,627,92.8,0,0,1,52,48,0.256,26.1,0.65,1
APL301425,37,Salaried,107839.43,19233.67,735,103.2,0,3,7,23,41,0.41,17.8,0.65,1
APL301426,41,Self-Employed,20540.91,2576.45,689,89.6,0,0,4,22,19,0.152,12.5,0.65,1
APL301427,21,Salaried,20579.49,0.0,653,87.0,0,2,4,47,0,0.185,0.0,0.65,1
APL301428,31,Salaried,29673.34,7642.22,682,117.0,0,0,3,47,5,0.034,25.8,0.65,0
APL301429,28,Salaried,52256.29,12960.11,764,73.4,0,3,5,26,0,0.187,24.8,0.6304,0
APL301430,33,Student/Intern,32874.14,10403.85,629,80.9,0,2,4,51,10,0.195,31.6,0.65,0
APL301431,30,Salaried,17280.83,2396.01,600,92.5,0,3,3,39,31,0.074,13.9,0.65,1
APL301432,38,Self-Employed,48019.66,0.0,788,100.2,0,0,7,66,22,0.352,0.0,0.4976,1
APL301433,32,Salaried,28092.59,0.0,697,70.6,0,3,4,67,18,0.294,0.0,0.65,1
APL301434,38,Self-Employed,30232.95,3476.27,704,60.6,0,0,3,69,8,0.286,11.5,0.6074,0
APL301435,28,Salaried,88659.62,0.0,667,75.9,0,2,5,36,0,0.308,0.0,0.65,0
APL301436,36,Salaried,14380.03,4231.27,803,79.9,0,0,4,58,6,0.331,29.4,0.5064,0
APL301437,33,Salaried,46070.36,0.0,734,85.1,0,2,8,52,3,0.354,0.0,0.611,0
APL301438,32,Self-Employed,34977.09,3915.99,767,88.4,0,2,6,65,23,0.384,11.2,0.5725,0
APL301439,31,Salaried,20209.08,2691.58,767,69.7,0,3,6,106,6,0.355,13.3,0.5504,1
APL301440,21,Salaried,50246.9,0.0,709,53.8,0,1,4,66,1,0.236,0.0,0.5636,1
APL301441,31,Salaried,25120.54,0.0,705,70.5,0,1,6,73,9,0.277,0.0,0.6239,1
APL301442,36,Self-Employed,82142.83,0.0,605,77.8,1,0,5,79,19,0.055,0.0,0.65,1
APL301443,32,Salaried,48201.63,12478.0,816,63.8,0,2,3,42,0,0.655,25.9,0.4705,0
APL301444,46,Salaried,31242.34,7192.5,722,93.6,0,1,2,90,22,0.4,23.0,0.65,1
APL301445,32,Salaried,39461.39,6254.71,717,104.8,0,1,5,67,17,0.294,15.9,0.65,1
APL301446,30,Salaried,33993.76,7399.5,567,81.7,0,1,5,26,15,0.0,21.8,0.65,1
APL301447,40,Self-Employed,19539.39,0.0,754,77.2,0,0,4,88,30,0.415,0.0,0.5184,1
APL301448,38,Salaried,40076.86,0.0,648,52.6,0,3,5,24,24,0.062,0.0,0.65,1
APL301449,21,Salaried,22904.68,0.0,621,36.9,0,0,4,42,21,0.178,0.0,0.65,0
APL301450,34,Salaried,15424.24,7274.29,847,78.9,0,1,6,86,28,0.462,47.2,0.4138,1
APL301451,31,Salaried,35949.75,0.0,828,32.6,0,1,5,77,0,0.579,0.0,0.2975,0
APL301452,31,Self-Employed,17273.24,0.0,701,86.4,0,0,8,36,26,0.274,0.0,0.65,0
APL301453,26,Gig/Freelance,45321.24,11124.44,683,84.5,0,1,2,20,1,0.323,24.5,0.65,1
APL301454,37,Salaried,29316.48,0.0,648,97.1,1,0,2,87,38,0.226,0.0,0.65,1
APL301455,38,Salaried,32592.25,4482.24,770,86.2,0,1,7,59,11,0.359,13.8,0.5641,1
APL301456,33,Salaried,31303.93,8361.32,719,56.6,0,1,1,79,0,0.282,26.7,0.6222,0
APL301457,21,Salaried,61426.82,8082.35,776,92.8,0,1,3,69,9,0.38,13.2,0.5571,0
APL301458,34,Salaried,57250.44,10845.08,612,67.8,0,1,4,57,15,0.195,18.9,0.65,0
APL301459,38,Salaried,81993.86,21747.79,676,80.0,0,1,6,71,20,0.234,26.5,0.65,1
APL301460,29,Self-Employed,64703.4,8458.88,685,71.1,0,0,7,49,13,0.103,13.1,0.65,1
APL301461,31,Self-Employed,22418.96,4222.24,641,98.7,0,3,3,45,10,0.294,18.8,0.65,1
APL301462,33,Salaried,30504.14,912.33,698,73.3,0,3,5,72,15,0.154,3.0,0.65,1
APL301463,29,Salaried,22106.04,3767.37,833,102.4,0,1,2,48,8,0.851,17.0,0.4901,0
APL301464,34,Self-Employed,18464.25,5250.83,730,108.3,0,1,7,62,8,0.444,28.4,0.65,0
APL301465,45,Student/Intern,47732.01,1772.2,703,82.9,0,3,5,26,3,0.255,3.7,0.65,1
APL301466,35,Salaried,22618.62,7135.12,667,94.9,0,1,7,75,17,0.326,31.5,0.65,1
APL301467,35,Student/Intern,21967.15,0.0,762,77.0,0,2,5,80,22,0.42,0.0,0.5405,0
APL301468,25,Salaried,25859.35,5189.02,783,71.8,0,1,4,45,7,0.432,20.1,0.5272,0
APL301469,22,Salaried,25423.34,5142.3,483,99.3,0,2,4,29,0,0.0,20.2,0.65,0
APL301470,41,Salaried,32048.01,0.0,725,88.3,0,1,2,105,23,0.394,0.0,0.6055,1
APL301471,34,Self-Employed,90024.22,24102.21,774,125.8,0,3,3,88,0,0.563,26.8,0.65,1
APL301472,29,Self-Employed,64703.4,8458.88,685,71.1,0,0,7,49,13,0.103,13.1,0.65,1
APL301473,41,Salaried,60217.34,8619.44,722,63.6,0,0,5,68,31,0.427,14.3,0.536,1
APL301474,28,Salaried,26139.27,535.54,858,83.4,0,1,7,100,22,0.592,2.0,0.3503,0
APL301475,23,Salaried,14617.16,0.0,662,52.1,0,2,3,34,5,0.0,0.0,0.65,0
APL301476,24,Self-Employed,32621.09,10270.91,709,99.1,0,3,3,49,12,0.192,31.5,0.65,0
APL301477,37,Self-Employed,33115.71,6690.2,630,86.9,0,2,6,45,21,0.0,20.2,0.65,1
APL301478,21,Salaried,14464.06,5139.53,754,66.6,0,1,6,61,5,0.187,35.5,0.585,1
APL301479,22,Self-Employed,13721.06,1525.22,764,53.6,0,0,3,41,17,0.178,11.1,0.5129,0
APL301480,25,Student/Intern,21017.76,8750.44,639,57.6,0,0,4,79,8,0.053,41.6,0.65,0
APL301481,38,Self-Employed,26808.0,5454.17,715,66.1,0,2,3,72,11,0.226,20.3,0.6489,0
APL301482,22,Salaried,48754.23,13383.78,662,86.7,0,0,7,30,8,0.16,27.5,0.65,1
APL301483,34,Student/Intern,12000.0,0.0,900,85.1,0,1,2,88,8,0.773,0.0,0.318,0
APL301484,34,Salaried,26387.59,0.0,701,103.3,0,0,3,23,0,0.246,0.0,0.65,0
APL301485,34,Student/Intern,29668.33,5480.76,695,82.5,0,4,5,86,7,0.059,18.5,0.65,0
APL301486,36,Self-Employed,32760.39,10806.21,727,86.2,0,2,7,88,20,0.268,33.0,0.65,0
APL301487,40,Salaried,22203.86,3139.11,665,79.7,0,1,6,80,28,0.267,14.1,0.65,0
APL301488,38,Student/Intern,57257.57,14407.8,769,105.4,0,1,6,77,13,0.24,25.2,0.6285,0
APL301489,37,Salaried,39074.4,8311.45,789,83.5,0,3,3,72,16,0.277,21.3,0.5758,0
APL301490,24,Self-Employed,29349.14,3267.84,726,73.0,0,0,7,31,4,0.282,11.1,0.6121,0
APL301491,30,Salaried,20591.73,5048.19,758,67.9,0,2,5,87,0,0.146,24.5,0.5845,1
APL301492,35,Self-Employed,17555.13,7475.28,620,111.4,0,2,2,53,30,0.098,42.6,0.65,1
APL301493,35,Salaried,45806.35,11138.16,775,59.3,0,1,6,70,25,0.398,24.3,0.4863,0
APL301494,36,Student/Intern,33546.41,9882.41,834,58.8,0,1,6,59,4,0.58,29.5,0.3999,0
APL301495,28,Salaried,23247.91,0.0,622,88.7,0,2,4,4,15,0.205,0.0,0.65,0
APL301496,33,Salaried,53042.89,9724.3,553,71.6,0,3,2,25,37,0.0,18.3,0.65,1
APL301497,40,Self-Employed,34306.59,0.0,688,74.7,0,0,4,93,21,0.249,0.0,0.6233,1
APL301498,36,Student/Intern,57188.4,0.0,836,56.8,0,1,2,102,30,0.429,0.0,0.3069,0
APL301499,40,Salaried,78221.76,8190.99,690,80.5,0,3,5,83,26,0.158,10.5,0.65,1
APL301500,28,Student/Intern,20200.84,6376.43,661,71.4,0,0,3,56,0,0.073,31.6,0.65,1
APL301501,29,Salaried,43429.84,10163.4,677,102.0,0,2,4,84,17,0.0,23.4,0.65,0
APL301502,38,Self-Employed,35530.49,13660.2,714,83.1,0,2,4,34,19,0.269,38.4,0.65,1
APL301503,33,Salaried,42114.44,0.0,697,58.2,0,2,10,37,21,0.291,0.0,0.6121,1
APL301504,22,Salaried,25423.34,5142.3,483,99.3,0,2,4,29,0,0.0,20.2,0.65,0
APL301505,36,Salaried,19363.11,3164.65,728,79.2,0,1,4,82,22,0.187,16.3,0.6258,1
APL301506,24,Salaried,70230.17,10449.96,634,100.7,0,5,3,22,7,0.239,14.9,0.65,1
APL301507,34,Student/Intern,27532.49,158.45,834,85.6,0,0,8,54,19,0.419,0.6,0.4112,0
APL301508,31,Student/Intern,57853.59,0.0,687,60.2,0,2,2,45,10,0.287,0.0,0.6331,1
APL301509,39,Salaried,33273.43,7327.53,729,80.4,0,1,5,68,23,0.117,22.0,0.6362,0
APL301510,38,Self-Employed,29973.6,0.0,782,52.4,0,2,2,70,36,0.431,0.0,0.443,1
APL301511,33,Salaried,13192.83,2296.01,623,82.0,0,1,5,16,10,0.413,17.4,0.65,1
APL301512,35,Gig/Freelance,23391.54,1597.75,666,62.8,0,1,4,52,12,0.237,6.8,0.65,0
APL301513,42,Salaried,34641.05,0.0,755,35.0,0,0,1,70,22,0.481,0.0,0.4181,0
APL301514,39,Salaried,17035.73,0.0,683,83.3,1,2,3,88,33,0.008,0.0,0.65,1
APL301515,39,Salaried,36605.07,3498.19,727,91.2,0,1,3,72,3,0.386,9.6,0.6455,1
APL301516,21,Salaried,23542.88,3494.22,675,87.5,0,2,5,29,19,0.182,14.8,0.65,0
APL301517,40,Salaried,22203.86,3139.11,665,79.7,0,1,6,80,28,0.267,14.1,0.65,0
APL301518,30,Salaried,17280.83,2396.01,600,92.5,0,3,3,39,31,0.074,13.9,0.65,1
APL301519,30,Salaried,34976.37,7796.74,797,43.9,0,0,6,51,21,0.636,22.3,0.3854,0
APL301520,31,Salaried,119358.21,21995.2,753,98.6,0,0,3,56,21,0.418,18.4,0.5856,0
APL301521,37,Salaried,40737.82,15623.85,653,87.2,0,3,7,57,30,0.286,38.4,0.65,1
APL301522,38,Student/Intern,35675.73,4827.68,713,63.1,0,4,4,46,12,0.257,13.5,0.65,1
APL301523,31,Salaried,24315.68,0.0,759,86.3,0,3,5,85,18,0.138,0.0,0.6037,1
APL301524,47,Salaried,60239.76,8882.53,710,67.0,1,4,7,95,39,0.448,14.7,0.65,0
APL301525,30,Self-Employed,45370.34,0.0,711,65.8,0,0,4,52,6,0.354,0.0,0.573,0
APL301526,21,Student/Intern,23567.16,0.0,687,74.3,0,3,6,79,8,0.249,0.0,0.65,0
APL301527,26,Self-Employed,14254.56,0.0,694,89.3,0,1,7,89,19,0.345,0.0,0.65,0
APL301528,32,Student/Intern,26709.52,0.0,592,87.9,0,1,3,57,3,0.0,0.0,0.65,0
APL301529,40,Salaried,17842.82,0.0,566,99.6,0,3,0,61,27,0.0,0.0,0.65,0
APL301530,34,Self-Employed,18464.25,5250.83,730,108.3,0,1,7,62,8,0.444,28.4,0.65,0
APL301531,32,Salaried,21698.95,0.0,832,85.4,0,1,3,39,18,0.384,0.0,0.4582,0
APL301532,38,Self-Employed,24759.79,3141.75,642,93.1,0,2,5,63,25,0.237,12.7,0.65,0
APL301533,40,Self-Employed,14316.63,0.0,550,101.6,0,4,1,58,37,0.021,0.0,0.65,0
APL301534,29,Salaried,26122.95,9199.27,736,102.8,0,1,4,70,4,0.516,35.2,0.65,1
APL301535,27,Salaried,14750.32,0.0,619,115.0,0,0,7,23,3,0.011,0.0,0.65,0
APL301536,26,Salaried,84601.27,0.0,620,65.2,0,3,4,47,0,0.0,0.0,0.65,1
APL301537,25,Salaried,103966.6,18310.89,681,87.6,0,1,5,41,0,0.458,17.6,0.65,0
APL301538,24,Salaried,27840.05,2020.85,769,66.2,1,4,6,55,22,0.346,7.3,0.65,0
APL301539,32,Salaried,12000.0,0.0,693,88.6,0,1,4,72,3,0.013,0.0,0.65,0
APL301540,31,Salaried,14547.59,3365.19,701,63.1,0,0,5,53,6,0.31,23.1,0.634,0
APL301541,31,Gig/Freelance,38675.23,4694.36,754,76.2,0,2,3,82,15,0.38,12.1,0.5719,1
APL301542,26,Gig/Freelance,12000.0,2679.78,630,77.5,0,1,7,39,3,0.036,22.3,0.65,1
APL301543,38,Self-Employed,30650.33,4698.53,666,82.1,0,6,1,32,20,0.244,15.3,0.65,1
APL301544,37,Salaried,14880.7,0.0,689,73.0,0,2,8,104,34,0.212,0.0,0.65,0
APL301545,37,Salaried,36730.52,0.0,661,74.1,0,0,5,83,2,0.272,0.0,0.65,1
APL301546,39,Self-Employed,33151.41,0.0,672,78.5,0,0,5,79,36,0.04,0.0,0.65,1
APL301547,31,Salaried,35949.75,0.0,828,32.6,0,1,5,77,0,0.579,0.0,0.2975,0
APL301548,38,Salaried,15539.81,9223.27,675,88.7,0,3,5,75,20,0.257,59.4,0.65,1
APL301549,31,Self-Employed,35526.99,4031.96,647,85.7,0,4,3,50,29,0.214,11.3,0.65,0
APL301550,41,Salaried,34164.27,9217.56,807,65.2,0,0,6,84,24,0.54,27.0,0.4164,0
APL301551,21,Salaried,61426.82,8082.35,776,92.8,0,1,3,69,9,0.38,13.2,0.5571,0
APL301552,24,Salaried,27840.05,2020.85,769,66.2,1,4,6,55,22,0.346,7.3,0.65,0
APL301553,34,Salaried,44425.4,6735.54,579,110.5,0,1,8,27,27,0.0,15.2,0.65,1
APL301554,28,Gig/Freelance,63458.0,0.0,712,79.7,0,1,6,26,5,0.236,0.0,0.6168,0
APL301555,26,Gig/Freelance,34976.52,4079.23,631,83.6,0,0,4,22,9,0.044,11.7,0.65,0
APL301556,32,Salaried,15599.58,0.0,668,102.2,0,4,5,87,15,0.081,0.0,0.65,1
APL301557,31,Self-Employed,17273.24,0.0,701,86.4,0,0,8,36,26,0.274,0.0,0.65,0
APL301558,42,Salaried,19325.33,3290.59,636,67.6,0,1,3,38,30,0.179,17.0,0.65,1
APL301559,26,Student/Intern,16930.41,0.0,886,58.6,0,0,3,102,6,0.436,0.0,0.2758,0
APL301560,43,Self-Employed,105699.14,24417.13,711,98.9,0,1,6,76,12,0.274,23.1,0.65,0
APL301561,37,Salaried,40552.72,0.0,805,88.6,0,1,2,85,0,0.506,0.0,0.4761,1
APL301562,28,Salaried,28705.78,0.0,671,90.4,0,3,6,47,4,0.169,0.0,0.65,1
APL301563,40,Self-Employed,19539.39,0.0,754,77.2,0,0,4,88,30,0.415,0.0,0.5184,1
APL301564,32,Salaried,12000.0,0.0,866,64.9,0,0,3,106,3,0.65,0.0,0.3098,0
APL301565,40,Self-Employed,48577.16,0.0,741,72.4,0,1,4,73,21,0.505,0.0,0.5179,0
APL301566,36,Salaried,31586.08,6813.72,715,69.9,0,2,2,45,8,0.465,21.6,0.65,1
APL301567,25,Student/Intern,21017.76,8750.44,639,57.6,0,0,4,79,8,0.053,41.6,0.65,0
APL301568,47,Student/Intern,35224.93,0.0,699,77.6,0,1,3,69,23,0.215,0.0,0.6441,1
